"week","store","price_1","price_2","price_3","price_4","price_5","price_6","price_7","price_8","price_9","price_10","price_11","prom_1","prom_2","prom_3","prom_4","prom_5","prom_6","prom_7","prom_8","prom_9","prom_10","prom_11","income_1","income_2","income_3","income_4","income_5","income_6","income_7","income_8","income_9","income_10","income_11","mkt_share_1","mkt_share_2","mkt_share_3","mkt_share_4","mkt_share_5","mkt_share_6","mkt_share_7","mkt_share_8","mkt_share_9","mkt_share_10","mkt_share_11","branded_1","branded_2","branded_3","branded_4","branded_5","branded_6","branded_7","branded_8","branded_9","branded_10","branded_11"
5,18,3.26,4.84,6.67,2.83,4.69,7.56,2.45,3.49,3.97,1.79,4.49,0,0,0,0,0,0,0,0,0,0,0,10.39197554,10.39197554,10.39197554,10.39197554,10.39197554,10.39197554,10.39197554,10.39197554,10.39197554,10.39197554,10.39197554,0.0349545590732048,0.0424448217317487,0.0399480675122341,0.047438330170778,0.0224707879756317,0.0149805253170878,0.0274642964146609,0.00249675421951463,0.0399480675122341,0.0299610506341756,0.00249675421951463,1,1,1,1,1,1,1,1,1,0,0
5,21,3.32,4.89,6.91,2.83,4.69,7.56,2.55,3.49,3.97,1.76,4.49,0,0,0,0,0,0,0,0,0,0,0,10.71619397,10.71619397,10.71619397,10.71619397,10.71619397,10.71619397,10.71619397,10.71619397,10.71619397,10.71619397,10.71619397,0.0310945273631841,0.0559701492537313,0.0435323383084577,0.0435323383084577,0.0248756218905473,0.0217661691542289,0.0124378109452736,0.00932835820895522,0.0124378109452736,0.0621890547263682,0.00310945273631841,1,1,1,1,1,1,1,1,1,0,0
5,28,3.34,4.74,7.12,2.83,4.69,7.56,2.91,3.49,3.97,1.76,4.49,0,0,0,0,0,0,0,0,0,0,0,10.79853422,10.79853422,10.79853422,10.79853422,10.79853422,10.79853422,10.79853422,10.79853422,10.79853422,10.79853422,10.79853422,0.0416004840783602,0.022691173133651,0.0189093109447092,0.0378186218894183,0.0378186218894183,0.0302548975115347,0.00756372437788367,0.0189093109447092,0.0189093109447092,0.0113455865668255,0.00378186218894183,1,1,1,1,1,1,1,1,1,0,0
5,32,3.33,4.92,7.42,3.17,4.69,7.56,2.33,3.49,3.97,1.86,4.49,0,0,0,0,0,0,0,0,0,0,0,10.67447502,10.67447502,10.67447502,10.67447502,10.67447502,10.67447502,10.67447502,10.67447502,10.67447502,10.67447502,10.67447502,0.0204681627032861,0.0297718730229616,0.018607420639351,0.0334933571508318,0.0111644523836106,0.00930371031967549,0.0037214841278702,0.00558222619180529,0.0241896468311563,0.0241896468311563,0.0018607420639351,1,1,1,1,1,1,1,1,1,0,0
5,33,3.32,4.88,7.27,3.17,4.69,7.56,2.98,3.49,3.97,1.83,4.49,0,0,0,0,0,0,0,0,0,0,0,10.34592726,10.34592726,10.34592726,10.34592726,10.34592726,10.34592726,10.34592726,10.34592726,10.34592726,10.34592726,10.34592726,0.0294624240775995,0.031728764391261,0.0113317015683075,0.0566585078415375,0.0385277853322455,0.004532680627323,0.013598041881969,0.0022663403136615,0.0113317015683075,0.022663403136615,0.0022663403136615,1,1,1,1,1,1,1,1,1,0,0
5,40,3.26,4.91,7.07,2.83,4.69,7.56,2.19,3.49,3.97,1.73,4.49,0,0,0,0,0,0,0,0,0,0,0,10.55025042,10.55025042,10.55025042,10.55025042,10.55025042,10.55025042,10.55025042,10.55025042,10.55025042,10.55025042,10.55025042,0.0350196648887452,0.0538764075211465,0.0377134852648025,0.0484887667690318,0.0161629222563439,0.00269382037605732,0.00269382037605732,0.00269382037605732,0.0161629222563439,0.0646516890253758,0.00269382037605732,1,1,1,1,1,1,1,1,1,0,0
5,45,3.35,4.7,6.55,2.83,4.69,7.56,3.27,3.49,3.97,1.84,4.49,0,0,0,0,0,0,0,0,0,0,0,10.74537796,10.74537796,10.74537796,10.74537796,10.74537796,10.74537796,10.74537796,10.74537796,10.74537796,10.74537796,10.74537796,0.0496600198640079,0.0458400183360073,0.0305600122240049,0.0420200168080067,0.0267400106960043,0.00382000152800061,0.0152800061120024,0.00764000305600122,0.0267400106960043,0.0611200244480098,0.00382000152800061,1,1,1,1,1,1,1,1,1,0,0
5,47,3.23,4.7,7.11,2.83,4.69,8.22,3.63,3.57,3.97,1.87,4.49,0,0,0,0,0,0,0,0,0,0,0,10.63532646,10.63532646,10.63532646,10.63532646,10.63532646,10.63532646,10.63532646,10.63532646,10.63532646,10.63532646,10.63532646,0.0460581868427113,0.0460581868427113,0.0230290934213556,0.0422200046058187,0.0230290934213556,0.00383818223689261,0.00383818223689261,0.00383818223689261,0.0153527289475704,0.0345436401320335,0.00383818223689261,1,1,1,1,1,1,1,1,1,0,0
5,48,3.28,4.87,7.05,2.83,4.69,7.56,2.77,3.57,3.97,1.86,4.49,0,0,0,0,0,0,0,0,0,0,0,10.75602879,10.75602879,10.75602879,10.75602879,10.75602879,10.75602879,10.75602879,10.75602879,10.75602879,10.75602879,10.75602879,0.0285248573757131,0.0692746536267319,0.0285248573757131,0.0529747351263244,0.0407497962510187,0.0203748981255094,0.0203748981255094,0.00407497962510187,0.00814995925020375,0.0488997555012225,0.00407497962510187,1,1,1,1,1,1,1,1,1,0,0
5,49,3.34,4.75,7.2,2.83,4.69,7.56,2.19,3.57,3.97,1.81,4.49,0,0,0,0,0,0,0,0,0,0,0,10.80675383,10.80675383,10.80675383,10.80675383,10.80675383,10.80675383,10.80675383,10.80675383,10.80675383,10.80675383,10.80675383,0.0443734469293575,0.0443734469293575,0.0133120340788072,0.00443734469293575,0.0399361022364217,0.017749378771743,0.00887468938587149,0.00443734469293575,0.00887468938587149,0.0221867234646787,0.00443734469293575,1,1,1,1,1,1,1,1,1,0,0
5,50,3.26,4.62,6.61,2.83,4.69,7.56,2.91,3.57,3.97,1.87,4.49,0,0,0,0,0,0,0,0,0,0,0,10.58930796,10.58930796,10.58930796,10.58930796,10.58930796,10.58930796,10.58930796,10.58930796,10.58930796,10.58930796,10.58930796,0.0568728672674775,0.0349986875492169,0.0656225391547817,0.039373523492869,0.0262490156619127,0.0174993437746085,0.00874967188730423,0.00437483594365211,0.0131245078309563,0.039373523492869,0.00437483594365211,1,1,1,1,1,1,1,1,1,0,0
5,51,3.28,4.78,6.93,2.83,4.69,7.56,2.19,3.49,3.97,1.85,4.49,0,0,0,0,0,0,0,0,0,0,0,10.62083942,10.62083942,10.62083942,10.62083942,10.62083942,10.62083942,10.62083942,10.62083942,10.62083942,10.62083942,10.62083942,0.0374391613627855,0.0436790215899164,0.03431923124922,0.0218395107949582,0.03431923124922,0.0155996505678273,0.00311993011356546,0.00935979034069637,0.03431923124922,0.0280793710220891,0.00311993011356546,1,1,1,1,1,1,1,1,1,0,0
5,52,3.22,5.08,7.44,3.17,4.69,7.56,2.66,3.49,3.97,1.82,4.49,0,0,0,0,0,0,0,0,0,0,0,11.05101698,11.05101698,11.05101698,11.05101698,11.05101698,11.05101698,11.05101698,11.05101698,11.05101698,11.05101698,11.05101698,0.0263419774044372,0.0702452730784991,0.0380495229175203,0.029268863782708,0.0175613182696248,0.014634431891354,0.0117075455130832,0.0117075455130832,0.0234150910261664,0.0175613182696248,0.0029268863782708,1,1,1,1,1,1,1,1,1,0,0
5,53,3.39,4.91,7.01,3.17,4.69,7.56,3.2,3.57,3.97,1.85,4.49,0,0,0,0,0,0,0,0,0,0,0,10.60000405,10.60000405,10.60000405,10.60000405,10.60000405,10.60000405,10.60000405,10.60000405,10.60000405,10.60000405,10.60000405,0.0141934568164076,0.0425803704492229,0.0283869136328153,0.0177418210205095,0.00709672840820382,0.0106450926123057,0.0106450926123057,0.00354836420410191,0.0177418210205095,0.0319352778369172,0.00354836420410191,1,1,1,1,1,1,1,1,1,0,0
5,54,3.27,4.84,7.01,2.83,4.69,7.56,2.91,3.49,3.97,1.83,4.49,0,0,0,0,0,0,0,0,0,0,0,10.91089788,10.91089788,10.91089788,10.91089788,10.91089788,10.91089788,10.91089788,10.91089788,10.91089788,10.91089788,10.91089788,0.0453182737223733,0.0453182737223733,0.0383462316112389,0.0209161263334031,0.0209161263334031,0.0174301052778359,0.00697204211113435,0.00697204211113435,0.0244021473889702,0.059262357944642,0.00348602105556718,1,1,1,1,1,1,1,1,1,0,0
5,56,3.34,4.87,5.87,2.83,4.69,7.56,2.91,3.49,3.97,1.73,4.49,0,0,0,0,0,0,0,0,0,0,0,10.83182543,10.83182543,10.83182543,10.83182543,10.83182543,10.83182543,10.83182543,10.83182543,10.83182543,10.83182543,10.83182543,0.0365070093457944,0.0365070093457944,0.00365070093457944,0.0255549065420561,0.0146028037383178,0.0109521028037383,0.00730140186915888,0.0109521028037383,0.0219042056074766,0.032856308411215,0.00365070093457944,1,1,1,1,1,1,1,1,1,0,0
5,59,3.23,4.75,6.82,2.83,4.69,7.56,2.77,3.49,3.97,1.73,4.49,0,0,0,0,0,0,0,0,0,0,0,10.7150398,10.7150398,10.7150398,10.7150398,10.7150398,10.7150398,10.7150398,10.7150398,10.7150398,10.7150398,10.7150398,0.0619885940986858,0.0289280105793867,0.0247954376394743,0.0413257293991239,0.0371931564592115,0.0206628646995619,0.0206628646995619,0.00413257293991239,0.0206628646995619,0.0537234482188611,0.00413257293991239,1,1,1,1,1,1,1,1,1,0,0
5,62,3.32,4.95,8.23,3.17,4.69,7.56,2.98,3.49,3.97,1.79,4.49,0,0,0,0,0,0,0,0,0,0,0,11.23619652,11.23619652,11.23619652,11.23619652,11.23619652,11.23619652,11.23619652,11.23619652,11.23619652,11.23619652,11.23619652,0.0530372675199774,0.0495014496853122,0.0282865426773213,0.0318223605119864,0.0742521745279683,0.0353581783466516,0.00707163566933032,0.0176790891733258,0.0565730853546425,0.0424298140159819,0.00353581783466516,1,1,1,1,1,1,1,1,1,0,0
5,64,3.28,4.87,7.23,2.83,4.69,7.56,2.91,3.49,3.97,1.82,4.49,0,0,0,0,0,0,0,0,0,0,0,10.60581744,10.60581744,10.60581744,10.60581744,10.60581744,10.60581744,10.60581744,10.60581744,10.60581744,10.60581744,10.60581744,0.0532045510354424,0.036833919947614,0.0163706310878284,0.0491118932634853,0.036833919947614,0.0122779733158713,0.0163706310878284,0.00409265777195711,0.0122779733158713,0.0491118932634853,0.00409265777195711,1,1,1,1,1,1,1,1,1,0,0
5,67,3.26,4.87,7.01,2.83,4.69,7.56,3.63,3.49,3.97,1.85,4.49,0,0,0,0,0,0,0,0,0,0,0,10.79695991,10.79695991,10.79695991,10.79695991,10.79695991,10.79695991,10.79695991,10.79695991,10.79695991,10.79695991,10.79695991,0.0243813239058881,0.0213336584176521,0.0182859929294161,0.00914299646470803,0.0274289893941241,0.00914299646470803,0.00304766548823601,0.00609533097647202,0.0213336584176521,0.0335243203705961,0.00304766548823601,1,1,1,1,1,1,1,1,1,0,0
5,68,3.32,4.86,7.04,3.17,4.69,7.56,2.76,3.49,3.97,1.78,4.49,0,0,0,0,0,0,0,0,0,0,0,10.1883657,10.1883657,10.1883657,10.1883657,10.1883657,10.1883657,10.1883657,10.1883657,10.1883657,10.1883657,10.1883657,0.028705936387645,0.0401883109427029,0.017223561832587,0.034447123665174,0.00861178091629349,0.011482374555058,0.00861178091629349,0.00861178091629349,0.017223561832587,0.0258353427488805,0.0028705936387645,1,1,1,1,1,1,1,1,1,0,0
5,71,3.31,4.88,7.08,3.17,4.69,7.56,2.76,3.49,3.97,1.79,4.49,0,0,0,0,0,0,0,0,0,0,0,10.40483843,10.40483843,10.40483843,10.40483843,10.40483843,10.40483843,10.40483843,10.40483843,10.40483843,10.40483843,10.40483843,0.0281642539289134,0.0337971047146961,0.0197149777502394,0.0309806793218048,0.0225314031431307,0.0140821269644567,0.00844927617867403,0.00281642539289134,0.0168985523573481,0.0337971047146961,0.00281642539289134,1,1,1,1,1,1,1,1,1,0,0
5,72,3.33,4.9,7.75,3.17,4.69,7.56,2.33,3.49,3.97,1.87,4.49,0,0,0,0,0,0,0,0,0,0,0,10.71219307,10.71219307,10.71219307,10.71219307,10.71219307,10.71219307,10.71219307,10.71219307,10.71219307,10.71219307,10.71219307,0.0399334442595674,0.0232945091514143,0.043261231281198,0.0232945091514143,0.0199667221297837,0.0133111480865225,0.00332778702163062,0.00665557404326123,0.0133111480865225,0.0332778702163062,0.00332778702163062,1,1,1,1,1,1,1,1,1,0,0
5,73,3.32,4.83,6.89,2.83,4.69,7.56,2.19,3.49,3.97,1.82,4.49,0,0,0,0,0,0,0,0,0,0,0,10.61496569,10.61496569,10.61496569,10.61496569,10.61496569,10.61496569,10.61496569,10.61496569,10.61496569,10.61496569,10.61496569,0.0353384639547668,0.0373017119522538,0.0294487199623056,0.0196324799748704,0.0137427359824093,0.00785299198994817,0.0137427359824093,0.00588974399246113,0.0215957279723575,0.0373017119522538,0.00196324799748704,1,1,1,1,1,1,1,1,1,0,0
5,74,3.29,4.74,6.81,2.83,4.69,7.56,2.19,3.45,3.97,1.78,4.49,0,0,0,0,0,0,0,0,0,0,0,10.48001664,10.48001664,10.48001664,10.48001664,10.48001664,10.48001664,10.48001664,10.48001664,10.48001664,10.48001664,10.48001664,0.027591281155155,0.0413869217327325,0.0321898280143475,0.0229927342959625,0.0114963671479812,0.0114963671479812,0.0137956405775775,0.0137956405775775,0.0229927342959625,0.0321898280143475,0.00229927342959625,1,1,1,1,1,1,1,1,1,0,0
5,75,3.31,4.87,7.21,3.17,4.69,7.56,2.98,3.49,3.97,1.84,4.49,0,0,0,0,0,0,0,0,0,0,0,9.867082871,9.867082871,9.867082871,9.867082871,9.867082871,9.867082871,9.867082871,9.867082871,9.867082871,9.867082871,9.867082871,0.0358326614709308,0.0313535787870644,0.0223954134193317,0.0156767893935322,0.013437248051599,0.013437248051599,0.013437248051599,0.00223954134193317,0.0156767893935322,0.0179163307354654,0.00223954134193317,1,1,1,1,1,1,1,1,1,0,0
5,76,3.29,4.83,6.44,2.83,4.69,7.56,3.15,3.49,3.97,1.77,4.49,0,0,0,0,0,0,0,0,0,0,0,10.1406129,10.1406129,10.1406129,10.1406129,10.1406129,10.1406129,10.1406129,10.1406129,10.1406129,10.1406129,10.1406129,0.0427127331403351,0.023729296189075,0.023729296189075,0.02847515542689,0.0308480850457975,0.00474585923781501,0.00711878885672251,0.00949171847563001,0.02847515542689,0.0308480850457975,0.0023729296189075,1,1,1,1,1,1,1,1,1,0,0
5,77,3.26,4.84,6.79,2.83,4.69,7.56,3.63,3.49,3.97,1.82,4.49,0,0,0,0,0,0,0,0,0,0,0,10.98312087,10.98312087,10.98312087,10.98312087,10.98312087,10.98312087,10.98312087,10.98312087,10.98312087,10.98312087,10.98312087,0.0345977228407876,0.050323960495691,0.0283072277788262,0.0408882179027489,0.0314524753098069,0.0125809901239228,0.00629049506196138,0.00314524753098069,0.0188714851858841,0.0534692080266717,0.00314524753098069,1,1,1,1,1,1,1,1,1,0,0
5,78,3.24,4.94,6.23,2.83,4.69,7.56,2.77,3.49,3.97,1.8,4.49,0,0,0,0,0,0,0,0,0,0,0,10.95917494,10.95917494,10.95917494,10.95917494,10.95917494,10.95917494,10.95917494,10.95917494,10.95917494,10.95917494,10.95917494,0.0455166135639508,0.0625853436504324,0.0113791533909877,0.0341374601729631,0.0142239417387346,0.00284478834774693,0.0142239417387346,0.0142239417387346,0.0142239417387346,0.0369822485207101,0.00284478834774693,1,1,1,1,1,1,1,1,1,0,0
5,80,3.3,4.8,6.67,2.83,4.69,7.56,2.77,3.49,3.97,1.74,4.49,0,0,0,0,0,0,0,0,0,0,0,10.90950929,10.90950929,10.90950929,10.90950929,10.90950929,10.90950929,10.90950929,10.90950929,10.90950929,10.90950929,10.90950929,0.0324451474226386,0.0486677211339579,0.0405564342782983,0.0506955428478728,0.0283895039948088,0.00811128685565965,0.0101391085695746,0.0101391085695746,0.022306038853064,0.0628624731313623,0.00202782171391491,1,1,1,1,1,1,1,1,1,0,0
5,81,3.29,4.73,6.61,2.83,4.69,7.56,3.15,3.49,3.97,1.77,4.49,0,0,0,0,0,0,0,0,0,0,0,10.71993585,10.71993585,10.71993585,10.71993585,10.71993585,10.71993585,10.71993585,10.71993585,10.71993585,10.71993585,10.71993585,0.0321056735311654,0.0321056735311654,0.0275191487409989,0.0321056735311654,0.0321056735311654,0.0137595743704995,0.00687978718524974,0.00917304958033298,0.0229326239508325,0.0298124111360822,0.00229326239508325,1,1,1,1,1,1,1,1,1,0,0
5,83,3.29,4.85,7.26,2.83,4.69,7.56,2.55,3.49,3.97,1.75,4.49,0,0,0,0,0,0,0,0,0,0,0,10.45607873,10.45607873,10.45607873,10.45607873,10.45607873,10.45607873,10.45607873,10.45607873,10.45607873,10.45607873,10.45607873,0.0590499518852244,0.0459277403551745,0.0196833172950748,0.0262444230600997,0.0240573878050914,0.0131222115300499,0.0262444230600997,0.0153092467850582,0.028431458315108,0.028431458315108,0.00218703525500831,1,1,1,1,1,1,1,1,1,0,0
5,84,3.34,4.78,6.97,2.83,4.69,7.56,2.19,3.49,3.97,1.82,4.49,0,0,0,0,0,0,0,0,0,0,0,10.76561773,10.76561773,10.76561773,10.76561773,10.76561773,10.76561773,10.76561773,10.76561773,10.76561773,10.76561773,10.76561773,0.0460647538826007,0.0625164516978152,0.0296130560673862,0.0296130560673862,0.0296130560673862,0.0394840747565149,0.00658067912608581,0.0230323769413003,0.0329033956304291,0.0559357725717294,0.00329033956304291,1,1,1,1,1,1,1,1,1,0,0
5,86,3.29,4.82,6.75,2.83,4.69,7.56,2.77,3.49,3.97,1.84,4.49,0,0,0,0,0,0,0,0,0,0,0,10.08897077,10.08897077,10.08897077,10.08897077,10.08897077,10.08897077,10.08897077,10.08897077,10.08897077,10.08897077,10.08897077,0.0346723463272079,0.037148942493437,0.0346723463272079,0.0643915003219575,0.0173361731636039,0.00495319233245827,0.0123829808311457,0.00495319233245827,0.0222893654960622,0.0495319233245827,0.00247659616622913,1,1,1,1,1,1,1,1,1,0,0
5,89,3.29,4.92,6.73,2.83,4.69,7.56,2.55,3.49,3.97,1.83,4.49,0,0,0,0,0,0,0,0,0,0,0,10.30811898,10.30811898,10.30811898,10.30811898,10.30811898,10.30811898,10.30811898,10.30811898,10.30811898,10.30811898,10.30811898,0.0146548776317718,0.0195398368423624,0.0195398368423624,0.0122123980264765,0.00488495921059059,0.00976991842118118,0.00976991842118118,0.00732743881588589,0.0146548776317718,0.0170973572370671,0.0024424796052953,1,1,1,1,1,1,1,1,1,0,0
5,91,3.24,5.02,6.95,2.83,4.69,7.56,3.63,3.49,3.97,1.82,4.49,0,0,0,0,0,0,0,0,0,0,0,10.53844932,10.53844932,10.53844932,10.53844932,10.53844932,10.53844932,10.53844932,10.53844932,10.53844932,10.53844932,10.53844932,0.023241915133807,0.0431635566770702,0.0166013679527193,0.0398432830865263,0.0199216415432632,0.00332027359054386,0.00332027359054386,0.00664054718108772,0.0166013679527193,0.0398432830865263,0.00332027359054386,1,1,1,1,1,1,1,1,1,0,0
5,92,3.33,4.81,6.44,2.83,4.69,7.56,2.19,3.57,3.97,1.8,4.49,0,0,0,0,0,0,0,0,0,0,0,10.65780038,10.65780038,10.65780038,10.65780038,10.65780038,10.65780038,10.65780038,10.65780038,10.65780038,10.65780038,10.65780038,0.0908729482592151,0.0369171352303061,0.0340773555972057,0.0141988981655024,0.0141988981655024,0.00851933889930141,0.00851933889930141,0.00283977963310047,0.0283977963310047,0.0511160333958085,0.00283977963310047,1,1,1,1,1,1,1,1,1,0,0
5,94,3.23,4.76,7.05,2.83,4.69,7.56,2.91,3.49,3.97,1.84,4.49,0,0,0,0,0,0,0,0,0,0,0,10.7445158,10.7445158,10.7445158,10.7445158,10.7445158,10.7445158,10.7445158,10.7445158,10.7445158,10.7445158,10.7445158,0.0471488795207455,0.0526958065231862,0.0194142445085423,0.0277346350122032,0.0221877080097626,0.0138673175061016,0.0110938540048813,0.00832039050366097,0.0110938540048813,0.0471488795207455,0.00277346350122032,1,1,1,1,1,1,1,1,1,0,0
5,95,3.36,4.95,7.13,3.17,4.69,7.56,2.59,3.49,3.97,1.89,4.49,0,0,0,0,0,0,0,0,0,0,0,10.38347245,10.38347245,10.38347245,10.38347245,10.38347245,10.38347245,10.38347245,10.38347245,10.38347245,10.38347245,10.38347245,0.0274089414057741,0.033499817273724,0.00304543793397491,0.0182726276038494,0.0213180655378243,0.00609087586794981,0.0152271896698745,0.00609087586794981,0.00913631380192472,0.0152271896698745,0.00304543793397491,1,1,1,1,1,1,1,1,1,0,0
5,97,3.3,4.83,6.88,2.83,4.69,7.56,2.19,3.49,3.97,1.78,4.49,0,0,0,0,0,0,0,0,0,0,0,10.48374595,10.48374595,10.48374595,10.48374595,10.48374595,10.48374595,10.48374595,10.48374595,10.48374595,10.48374595,10.48374595,0.0277430989041476,0.0346788736301845,0.031210986267166,0.0520183104452767,0.0381467609932029,0.0173394368150922,0.0069357747260369,0.0208073241781107,0.0277430989041476,0.031210986267166,0.00346788736301845,1,1,1,1,1,1,1,1,1,0,0
5,98,3.3,4.54,6.53,2.83,4.69,7.56,2.91,3.09,3.97,1.76,4.49,0,0,0,0,0,0,0,0,0,0,0,10.57359638,10.57359638,10.57359638,10.57359638,10.57359638,10.57359638,10.57359638,10.57359638,10.57359638,10.57359638,10.57359638,0.0297379561277683,0.101458909141798,0.038484413812406,0.0419829968862611,0.0279886645908407,0.019242206906203,0.00699716614771018,0.00699716614771018,0.0139943322954204,0.0472308714970437,0.00174929153692754,1,1,1,1,1,1,1,1,1,0,0
5,100,3.33,4.84,7.16,3.17,4.69,7.56,2.33,3.46,3.97,1.81,4.49,0,0,0,0,0,0,0,0,0,0,0,10.0365751,10.0365751,10.0365751,10.0365751,10.0365751,10.0365751,10.0365751,10.0365751,10.0365751,10.0365751,10.0365751,0.0415702718334297,0.0397628687102371,0.0379554655870445,0.0361480624638519,0.0234962406015038,0.0126518218623482,0.00722961249277039,0.00722961249277039,0.0253036437246964,0.0433776749566223,0.0018074031231926,1,1,1,1,1,1,1,1,1,0,0
5,101,3.29,4.78,6.79,2.83,4.69,7.56,2.19,3.49,3.97,1.78,4.49,0,0,0,0,0,0,0,0,0,0,0,10.65993812,10.65993812,10.65993812,10.65993812,10.65993812,10.65993812,10.65993812,10.65993812,10.65993812,10.65993812,10.65993812,0.025711008267078,0.0692219453344409,0.0395553973339662,0.0474664768007595,0.031644317867173,0.0177999288002848,0.0118666192001899,0.00593330960009493,0.0395553973339662,0.0613108658676476,0.00197776986669831,1,1,1,1,1,1,1,1,1,0,0
5,102,3.28,4.63,6.46,2.83,4.69,7.56,2.73,2.99,3.97,1.75,4.49,0,0,0,0,0,0,0,0,0,0,0,10.49385422,10.49385422,10.49385422,10.49385422,10.49385422,10.49385422,10.49385422,10.49385422,10.49385422,10.49385422,10.49385422,0.0429700928154005,0.0343760742523204,0.0360948779649364,0.0464077002406325,0.0309384668270883,0.0137504297009282,0.0137504297009282,0.0120316259883121,0.0171880371261602,0.0653145410794087,0.00171880371261602,1,1,1,1,1,1,1,1,1,0,0
5,103,3.29,4.61,6.49,2.83,4.69,7.56,2.55,3.18,3.97,1.73,4.49,0,0,0,0,0,0,0,0,0,0,0,10.58524512,10.58524512,10.58524512,10.58524512,10.58524512,10.58524512,10.58524512,10.58524512,10.58524512,10.58524512,10.58524512,0.0382865636683032,0.0360344128642854,0.027025809648214,0.0292779604522319,0.0112607540200892,0.00900860321607135,0.00900860321607135,0.00450430160803567,0.00900860321607135,0.0923381829647313,0.00225215080401784,1,1,1,1,1,1,1,1,1,0,0
5,104,3.3,4.89,7.03,2.83,4.69,7.56,2.91,3.49,3.97,1.85,4.49,0,0,0,0,0,0,0,0,0,0,0,10.69885282,10.69885282,10.69885282,10.69885282,10.69885282,10.69885282,10.69885282,10.69885282,10.69885282,10.69885282,10.69885282,0.0525170680471153,0.078775602070673,0.0487658489008928,0.0375121914622252,0.0525170680471153,0.0150048765848901,0.0150048765848901,0.00750243829244504,0.0337609723160027,0.0562682871933378,0.00375121914622252,1,1,1,1,1,1,1,1,1,0,0
5,105,3.34,4.47,6.42,2.83,4.69,7.56,2.77,2.99,3.97,1.72,4.49,0,0,0,0,0,0,0,0,0,0,0,10.41439317,10.41439317,10.41439317,10.41439317,10.41439317,10.41439317,10.41439317,10.41439317,10.41439317,10.41439317,10.41439317,0.0264550264550265,0.0352733686067019,0.0396825396825397,0.0440917107583774,0.017636684303351,0.0132275132275132,0.0110229276895944,0.0132275132275132,0.0220458553791887,0.0573192239858906,0.00220458553791887,1,1,1,1,1,1,1,1,1,0,0
5,106,3.3,4.83,6.86,2.83,4.69,7.56,2.91,3.49,3.97,1.85,4.49,0,0,0,0,0,0,0,0,0,0,0,10.50684678,10.50684678,10.50684678,10.50684678,10.50684678,10.50684678,10.50684678,10.50684678,10.50684678,10.50684678,10.50684678,0.0932911495092074,0.0932911495092074,0.0405613693518293,0.0527297801573781,0.0365052324166464,0.0202806846759147,0.0162245477407317,0.00405613693518293,0.0202806846759147,0.0730104648332928,0.00405613693518293,1,1,1,1,1,1,1,1,1,0,0
5,107,3.28,4.87,6.65,2.83,4.69,7.56,2.19,3.49,3.97,1.89,4.49,0,0,0,0,0,0,0,0,0,0,0,10.82713119,10.82713119,10.82713119,10.82713119,10.82713119,10.82713119,10.82713119,10.82713119,10.82713119,10.82713119,10.82713119,0.0228612070717334,0.0330217435480593,0.0482625482625483,0.0203210729526519,0.0355618776671408,0.0228612070717334,0.010160536476326,0.00762040235724446,0.0279414753098964,0.0152408047144889,0.00254013411908149,1,1,1,1,1,1,1,1,1,0,0
5,109,3.27,4.95,7.24,3.17,4.69,7.56,2.33,3.49,3.97,1.86,4.49,0,0,0,0,0,0,0,0,0,0,0,11.23319833,11.23319833,11.23319833,11.23319833,11.23319833,11.23319833,11.23319833,11.23319833,11.23319833,11.23319833,11.23319833,0.0239969283931657,0.0383950854290651,0.0527932424649645,0.0431944711076982,0.0671913995008639,0.0383950854290651,0.0071990785179497,0.00479938567863313,0.0527932424649645,0.071990785179497,0.00239969283931657,1,1,1,1,1,1,1,1,1,0,0
5,110,3.25,4.87,7.01,2.83,4.69,7.56,2.19,3.57,3.97,1.83,4.49,0,0,0,0,0,0,0,0,0,0,0,10.52085999,10.52085999,10.52085999,10.52085999,10.52085999,10.52085999,10.52085999,10.52085999,10.52085999,10.52085999,10.52085999,0.0461653875007213,0.034624040625541,0.034624040625541,0.0403947140631312,0.034624040625541,0.0230826937503607,0.0115413468751803,0.00288533671879508,0.034624040625541,0.0519360609383115,0.00288533671879508,1,1,1,1,1,1,1,1,1,0,0
5,111,3.37,4.75,7.82,3.17,4.69,8.22,2.33,3.57,3.97,1.82,4.49,0,0,0,0,0,0,0,0,0,0,0,10.13828296,10.13828296,10.13828296,10.13828296,10.13828296,10.13828296,10.13828296,10.13828296,10.13828296,10.13828296,10.13828296,0.0317971764107347,0.0190783058464408,0.0105990588035782,0.0042396235214313,0.0169584940857252,0.00211981176071565,0.0169584940857252,0.00211981176071565,0.00211981176071565,0.0169584940857252,0.00211981176071565,1,1,1,1,1,1,1,1,1,0,0
5,112,3.3,4.62,6.59,2.83,4.69,7.56,2.19,2.99,3.97,1.77,4.49,0,0,0,0,0,0,0,0,0,0,0,10.88265918,10.88265918,10.88265918,10.88265918,10.88265918,10.88265918,10.88265918,10.88265918,10.88265918,10.88265918,10.88265918,0.0442648190916089,0.0635103926096998,0.0384911470361817,0.0327174749807544,0.0481139337952271,0.0307929176289453,0.00192455735180908,0.00962278675904542,0.0153964588144727,0.0731331793687452,0.00192455735180908,1,1,1,1,1,1,1,1,1,0,0
